City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,date,category,aqi_7day_avg
Delhi,2018-11-18,166.43,313.67,68.53,61.82,92.64,44.39,2.0,16.29,39.51,6.3,48.08,6.73,330.0,Very Poor,2018-11-18,Very Poor,346.7142857142857
Delhi,2018-11-19,179.79,319.12,18.31,56.73,47.93,48.41,1.56,16.32,51.15,4.66,33.16,1.68,340.0,Very Poor,2018-11-19,Very Poor,332.85714285714283
Delhi,2018-11-20,224.1,374.77,53.4,63.96,80.38,54.51,2.04,16.11,46.03,6.37,51.31,2.77,367.0,Very Poor,2018-11-20,Very Poor,320.42857142857144
Delhi,2018-11-21,209.96,349.54,54.16,63.79,81.87,46.84,1.79,14.22,40.22,5.32,42.92,0.94,396.0,Very Poor,2018-11-21,Very Poor,325.42857142857144
Delhi,2018-11-22,139.02,292.92,91.36,74.93,120.74,42.27,2.09,16.89,37.22,6.05,56.92,0.92,317.0,Very Poor,2018-11-22,Very Poor,334.85714285714283
Delhi,2018-11-23,187.85,331.22,77.16,61.06,102.45,45.84,2.04,16.39,40.01,6.49,61.33,2.27,356.0,Very Poor,2018-11-23,Very Poor,342.57142857142856
Delhi,2018-11-24,107.73,223.33,26.91,46.57,50.88,36.97,1.34,15.12,37.48,3.33,30.31,0.99,296.0,Poor,2018-11-24,Poor,343.14285714285717
Delhi,2018-11-25,133.62,268.83,59.31,58.16,84.38,39.78,1.72,16.56,37.17,4.61,43.22,0.9,266.0,Poor,2018-11-25,Poor,334.0
Delhi,2018-11-26,200.69,362.41,94.45,68.3,120.55,47.15,2.43,20.11,39.8,7.01,61.96,2.34,349.0,Very Poor,2018-11-26,Very Poor,335.2857142857143
Delhi,2018-11-27,205.53,378.23,152.0,78.94,176.98,53.89,3.32,18.31,34.02,10.54,92.77,4.61,396.0,Very Poor,2018-11-27,Very Poor,339.42857142857144
Delhi,2018-11-28,193.1,356.12,120.37,69.6,146.11,53.87,2.85,15.96,34.61,8.67,73.8,2.44,363.0,Very Poor,2018-11-28,Very Poor,334.7142857142857
Delhi,2018-11-29,205.17,363.12,101.42,63.68,124.27,51.41,2.52,12.76,35.79,8.64,78.97,3.41,384.0,Very Poor,2018-11-29,Very Poor,344.2857142857143
Delhi,2018-11-30,190.36,340.56,62.12,56.74,86.03,46.35,1.96,13.69,35.79,6.19,48.33,1.91,365.0,Very Poor,2018-11-30,Very Poor,345.57142857142856
Delhi,2018-12-01,147.48,297.66,68.71,56.43,90.73,42.49,1.91,14.4,35.45,5.99,46.53,1.44,335.0,Very Poor,2018-12-01,Very Poor,351.14285714285717
Delhi,2018-12-02,164.63,331.5,131.08,67.18,152.89,45.3,2.77,16.62,39.35,8.92,70.64,3.02,329.0,Very Poor,2018-12-02,Very Poor,360.14285714285717
Delhi,2018-12-03,178.87,356.2,120.66,66.91,144.74,47.02,2.74,16.52,38.44,8.11,66.53,2.75,356.0,Very Poor,2018-12-03,Very Poor,361.14285714285717
Delhi,2018-12-04,211.57,393.74,140.77,74.17,169.75,51.21,3.17,16.28,38.12,9.77,84.12,3.2,394.0,Very Poor,2018-12-04,Very Poor,360.85714285714283
Delhi,2018-12-05,181.62,345.32,121.66,65.87,142.92,49.26,2.59,15.89,32.33,7.76,60.99,2.6,374.0,Very Poor,2018-12-05,Very Poor,362.42857142857144
Delhi,2018-12-06,218.06,395.33,136.49,71.73,156.61,52.53,3.04,16.49,40.87,10.22,86.38,3.23,385.0,Very Poor,2018-12-06,Very Poor,362.57142857142856
Delhi,2018-12-07,193.81,353.86,85.29,54.83,105.05,49.16,2.09,14.11,32.45,7.45,57.31,10.5,376.0,Very Poor,2018-12-07,Very Poor,364.14285714285717
Delhi,2018-12-08,202.83,358.72,85.16,59.06,107.05,49.42,2.2,15.47,37.6,7.6,57.49,5.16,366.0,Very Poor,2018-12-08,Very Poor,368.57142857142856
Delhi,2018-12-09,226.35,388.23,103.19,65.3,127.78,50.23,2.67,18.08,39.85,9.42,70.17,2.02,389.0,Very Poor,2018-12-09,Very Poor,377.14285714285717
Delhi,2018-12-10,264.63,453.77,89.36,66.58,121.45,55.63,2.75,16.74,42.51,8.92,57.53,5.42,431.0,Severe,2018-12-10,Severe,387.85714285714283
Delhi,2018-12-11,274.97,461.98,93.61,68.87,124.9,58.67,2.78,15.49,41.9,8.53,59.75,3.03,464.0,Severe,2018-12-11,Severe,397.85714285714283
Delhi,2018-12-12,209.63,327.23,56.21,55.1,80.05,51.27,1.95,14.64,36.34,6.65,49.37,8.65,443.0,Severe,2018-12-12,Severe,407.7142857142857
Delhi,2018-12-13,94.29,162.44,35.89,42.59,56.05,40.31,1.21,13.07,24.89,3.74,34.89,3.29,264.0,Poor,2018-12-13,Poor,390.42857142857144
Delhi,2018-12-14,113.42,196.85,39.15,45.22,60.27,42.01,1.22,12.5,27.74,3.76,27.97,3.69,248.0,Poor,2018-12-14,Poor,372.14285714285717
Delhi,2018-12-15,122.69,211.8,30.33,47.31,53.33,41.97,1.22,13.34,29.58,3.88,27.13,1.01,274.0,Poor,2018-12-15,Poor,359.0
Delhi,2018-12-16,150.28,252.01,42.76,50.86,65.32,45.92,1.42,15.76,32.7,4.34,31.02,0.78,295.0,Poor,2018-12-16,Poor,345.57142857142856
Delhi,2018-12-17,182.78,322.5,70.9,58.08,94.61,50.27,1.93,16.14,32.85,6.06,44.09,0.95,338.0,Very Poor,2018-12-17,Very Poor,332.2857142857143
Delhi,2018-12-18,204.08,339.38,55.86,61.34,82.18,51.04,1.78,17.76,37.13,6.28,43.12,0.95,370.0,Very Poor,2018-12-18,Very Poor,318.85714285714283
Delhi,2018-12-19,205.22,351.7,61.91,63.77,89.2,48.82,1.92,17.41,37.05,6.34,39.02,1.35,370.0,Very Poor,2018-12-19,Very Poor,308.42857142857144
Delhi,2018-12-20,258.1,429.33,114.21,68.97,139.08,54.66,2.64,17.68,40.5,8.96,62.49,4.93,423.0,Severe,2018-12-20,Severe,331.14285714285717
Delhi,2018-12-21,252.2,403.18,74.98,66.03,103.06,57.91,2.22,15.9,38.38,7.39,46.63,2.46,422.0,Severe,2018-12-21,Severe,356.0
Delhi,2018-12-22,326.79,502.83,85.55,78.71,117.64,60.21,2.59,18.47,44.98,8.63,55.27,2.37,468.0,Severe,2018-12-22,Severe,383.7142857142857
Delhi,2018-12-23,401.58,560.68,112.95,77.63,145.67,67.29,3.36,18.21,50.65,10.84,74.07,19.67,557.0,Severe,2018-12-23,Severe,421.14285714285717
Delhi,2018-12-24,378.68,546.59,123.73,75.26,152.77,65.75,3.36,17.86,43.25,10.58,73.62,2.75,577.0,Severe,2018-12-24,Severe,455.2857142857143
Delhi,2018-12-25,268.2,399.37,45.37,61.2,74.6,57.34,1.9,14.14,36.37,6.63,38.49,10.85,475.0,Severe,2018-12-25,Severe,470.2857142857143
Delhi,2018-12-26,241.0,366.1,59.69,65.2,89.51,50.38,1.99,15.37,39.09,6.56,36.39,3.65,405.0,Severe,2018-12-26,Severe,475.2857142857143
Delhi,2018-12-27,290.1,453.45,110.91,78.43,143.91,56.6,2.87,18.03,40.96,10.25,70.74,3.06,458.0,Severe,2018-12-27,Severe,480.2857142857143
Delhi,2018-12-28,249.23,387.84,39.19,60.59,68.5,55.46,1.66,14.8,37.38,5.4,30.25,0.47,413.0,Severe,2018-12-28,Severe,479.0
Delhi,2018-12-29,248.12,399.14,74.28,64.97,102.0,51.53,1.96,16.49,39.29,6.34,37.55,1.05,420.0,Severe,2018-12-29,Severe,472.14285714285717
Delhi,2018-12-30,336.42,503.99,127.84,76.89,157.78,57.55,2.94,19.91,42.87,9.87,65.05,2.31,484.0,Severe,2018-12-30,Severe,461.7142857142857
Delhi,2018-12-31,319.69,494.51,105.28,70.54,133.87,56.0,2.7,17.38,41.44,9.1,59.74,2.53,509.0,Severe,2018-12-31,Severe,452.0
Delhi,2019-01-01,287.34,461.02,92.04,69.46,121.07,56.66,2.54,17.77,39.58,8.09,48.84,2.21,475.0,Severe,2019-01-01,Severe,452.0
Delhi,2019-01-02,331.2,515.72,101.08,75.06,133.85,63.63,2.78,18.27,43.3,10.04,58.7,2.42,501.0,Severe,2019-01-02,Severe,465.7142857142857
Delhi,2019-01-03,355.4,519.34,77.92,66.2,106.99,61.02,2.55,15.12,39.77,8.91,56.57,3.28,537.0,Severe,2019-01-03,Severe,477.0
Delhi,2019-01-04,246.46,388.79,47.83,57.53,74.39,53.09,2.01,13.22,28.75,6.78,40.5,0.93,432.0,Severe,2019-01-04,Severe,479.7142857142857
Delhi,2019-01-05,262.53,411.49,64.97,60.35,90.67,56.49,2.23,15.59,36.33,8.5,51.69,1.29,440.0,Severe,2019-01-05,Severe,482.57142857142856
Delhi,2019-01-06,174.26,254.66,28.3,51.94,54.18,55.71,1.49,13.65,31.48,5.08,31.15,0.52,371.0,Very Poor,2019-01-06,Very Poor,466.42857142857144
Delhi,2019-01-07,181.74,283.88,49.0,52.45,72.14,56.06,1.57,15.49,27.11,5.29,34.1,0.59,331.0,Very Poor,2019-01-07,Very Poor,441.0
Delhi,2019-01-08,156.26,242.02,31.32,48.95,54.76,49.69,1.31,14.67,27.37,4.16,24.24,0.4,340.0,Very Poor,2019-01-08,Very Poor,421.7142857142857
Delhi,2019-01-09,143.66,238.94,26.14,49.49,50.88,43.53,1.3,15.09,30.9,3.91,22.96,0.5,321.0,Very Poor,2019-01-09,Very Poor,396.0
Delhi,2019-01-10,165.95,278.87,54.31,58.22,80.36,44.67,1.75,16.81,30.92,5.15,33.81,0.81,317.0,Very Poor,2019-01-10,Very Poor,364.57142857142856
Delhi,2019-01-11,278.95,432.2,118.55,76.71,151.4,56.53,2.9,20.03,35.61,10.0,73.38,1.44,401.0,Severe,2019-01-11,Severe,360.14285714285717
Delhi,2019-01-12,311.03,465.89,117.23,85.14,148.93,63.46,3.11,17.81,39.78,10.49,73.27,1.54,482.0,Severe,2019-01-12,Severe,366.14285714285717
Delhi,2019-01-13,272.45,403.32,64.96,66.11,94.9,63.66,2.36,17.83,37.53,7.7,50.53,1.11,464.0,Severe,2019-01-13,Severe,379.42857142857144
Delhi,2019-01-14,94.44,173.94,18.5,42.16,40.87,40.52,1.04,15.05,31.33,2.77,19.45,0.1,320.0,Very Poor,2019-01-14,Very Poor,377.85714285714283
Delhi,2019-01-15,134.57,229.1,36.34,52.45,61.72,39.74,1.37,17.09,29.85,3.88,24.31,0.3,248.0,Poor,2019-01-15,Poor,364.7142857142857
Delhi,2019-01-16,271.96,424.07,108.12,83.75,142.71,55.19,2.58,20.35,33.75,8.8,53.96,2.04,383.0,Very Poor,2019-01-16,Very Poor,373.57142857142856
Delhi,2019-01-17,358.91,519.49,108.96,84.74,147.7,60.95,3.13,19.63,39.76,10.74,66.34,2.26,515.0,Severe,2019-01-17,Severe,401.85714285714283
Delhi,2019-01-18,237.22,364.61,56.97,68.58,88.33,48.6,2.06,14.7,30.35,7.09,44.42,0.89,437.0,Severe,2019-01-18,Severe,407.0
Delhi,2019-01-19,262.68,402.21,100.7,77.9,133.24,50.3,2.35,18.07,34.75,8.27,55.89,1.72,411.0,Severe,2019-01-19,Severe,396.85714285714283
Delhi,2019-01-20,314.59,478.43,158.63,106.04,195.81,62.37,3.66,20.98,45.03,12.17,92.09,3.26,480.0,Severe,2019-01-20,Severe,399.14285714285717
Delhi,2019-01-21,175.49,289.4,58.34,63.04,85.11,57.52,1.83,16.82,32.77,6.36,36.57,1.0,413.0,Severe,2019-01-21,Severe,412.42857142857144
Delhi,2019-01-22,53.25,72.61,14.1,38.56,34.22,39.73,1.01,11.87,27.01,2.16,19.7,0.1,174.0,Moderate,2019-01-22,Moderate,401.85714285714283
Delhi,2019-01-23,135.68,211.71,55.53,48.14,76.5,42.37,1.62,14.17,26.51,5.6,40.42,0.64,186.0,Moderate,2019-01-23,Moderate,373.7142857142857
Delhi,2019-01-24,130.59,218.93,37.42,44.11,58.86,41.06,1.44,15.29,30.57,4.78,44.97,0.43,328.0,Very Poor,2019-01-24,Very Poor,347.0
Delhi,2019-01-25,81.2,136.43,16.96,40.03,38.45,34.17,1.01,14.62,30.01,2.42,27.94,0.08,188.0,Moderate,2019-01-25,Moderate,311.42857142857144
Delhi,2019-01-26,101.61,169.32,15.3,38.43,35.94,33.64,0.98,14.48,35.41,2.57,16.99,0.03,231.0,Poor,2019-01-26,Poor,285.7142857142857
Delhi,2019-01-27,136.47,217.45,19.78,45.27,42.16,35.34,1.1,15.89,33.34,3.13,19.33,0.05,275.0,Poor,2019-01-27,Poor,256.42857142857144
Delhi,2019-01-28,126.48,212.42,22.97,49.13,46.7,34.49,1.06,15.76,33.6,3.19,20.16,0.17,301.0,Very Poor,2019-01-28,Very Poor,240.42857142857142
Delhi,2019-01-29,142.0,235.85,33.51,51.47,58.67,36.19,1.24,18.56,33.83,3.87,27.11,0.37,297.0,Poor,2019-01-29,Poor,258.0
Delhi,2019-01-30,206.14,334.21,61.02,63.7,89.54,42.99,1.76,24.75,35.84,5.45,42.52,0.71,342.0,Very Poor,2019-01-30,Very Poor,280.2857142857143
Delhi,2019-01-31,204.25,335.07,72.47,65.7,101.46,49.6,1.9,20.48,37.52,6.82,50.25,0.36,397.0,Very Poor,2019-01-31,Very Poor,290.14285714285717
Delhi,2019-02-01,178.68,265.65,23.24,50.75,48.72,49.42,1.34,17.83,33.12,4.43,26.59,0.1,329.0,Very Poor,2019-02-01,Very Poor,310.2857142857143
Delhi,2019-02-02,177.32,266.3,17.57,35.89,35.82,43.55,1.24,11.55,30.88,3.93,22.16,0.12,338.0,Very Poor,2019-02-02,Very Poor,325.57142857142856
Delhi,2019-02-03,131.1,209.41,20.77,34.53,37.93,40.43,1.32,11.7,29.44,3.28,20.96,0.14,323.0,Very Poor,2019-02-03,Very Poor,332.42857142857144
Delhi,2019-02-04,144.62,248.49,53.8,52.85,76.95,39.88,1.81,14.06,33.42,4.9,33.18,0.88,301.0,Very Poor,2019-02-04,Very Poor,332.42857142857144
Delhi,2019-02-05,256.33,408.32,122.8,75.89,153.6,53.81,2.95,22.38,46.33,8.99,77.07,2.92,398.0,Very Poor,2019-02-05,Very Poor,346.85714285714283
Delhi,2019-02-06,177.25,270.92,39.1,50.55,62.85,53.76,1.64,15.59,34.4,5.1,33.57,1.37,380.0,Very Poor,2019-02-06,Very Poor,352.2857142857143
Delhi,2019-02-07,65.65,107.83,12.05,30.8,27.94,37.84,0.84,11.12,30.25,2.15,16.32,2.96,233.0,Poor,2019-02-07,Poor,328.85714285714283
Delhi,2019-02-08,72.29,156.6,31.23,39.24,49.45,29.11,0.94,12.66,30.59,2.78,24.72,4.03,136.0,Moderate,2019-02-08,Moderate,301.2857142857143
Delhi,2019-02-09,82.5,165.94,22.67,38.31,41.45,28.42,0.96,13.25,33.55,2.51,21.49,0.78,169.0,Moderate,2019-02-09,Moderate,277.14285714285717
Delhi,2019-02-10,143.31,255.47,47.91,49.26,69.38,33.83,1.36,16.41,33.03,4.12,28.28,4.16,277.0,Poor,2019-02-10,Poor,270.57142857142856
Delhi,2019-02-11,173.61,304.98,72.35,58.56,95.55,39.17,1.78,17.52,37.03,5.97,41.78,6.94,332.0,Very Poor,2019-02-11,Very Poor,275.0
Delhi,2019-02-12,208.64,357.36,74.17,66.37,101.01,46.24,2.09,19.93,43.29,7.38,59.23,6.24,357.0,Very Poor,2019-02-12,Very Poor,269.14285714285717
Delhi,2019-02-13,198.26,336.99,65.24,70.04,96.09,47.95,1.94,18.61,43.36,6.6,46.95,6.47,372.0,Very Poor,2019-02-13,Very Poor,268.0
Delhi,2019-02-14,153.73,237.08,27.78,53.15,54.06,45.64,1.42,14.53,32.61,4.69,29.52,3.87,350.0,Very Poor,2019-02-14,Very Poor,284.7142857142857
Delhi,2019-02-15,123.46,194.76,25.13,44.28,45.94,39.19,1.22,15.38,28.15,3.64,24.5,2.02,275.0,Poor,2019-02-15,Poor,304.57142857142856
Delhi,2019-02-16,112.34,181.64,17.27,33.33,33.34,35.16,1.13,12.92,26.45,2.79,20.22,0.76,288.0,Poor,2019-02-16,Poor,321.57142857142856
Delhi,2019-02-17,99.27,180.93,23.24,42.59,41.77,31.82,1.09,15.14,34.81,2.82,20.46,0.95,247.0,Poor,2019-02-17,Poor,317.2857142857143
Delhi,2019-02-18,109.11,215.05,32.98,56.12,56.8,33.82,1.18,16.78,33.69,3.38,26.07,0.81,278.0,Poor,2019-02-18,Poor,309.57142857142856
Delhi,2019-02-19,126.12,229.75,40.67,55.44,65.95,41.33,1.56,15.93,36.66,3.97,34.03,1.36,232.0,Poor,2019-02-19,Poor,291.7142857142857
Delhi,2019-02-20,102.3,185.4,38.46,51.88,63.41,41.41,1.4,17.16,23.68,4.45,40.74,2.78,305.0,Very Poor,2019-02-20,Very Poor,282.14285714285717
Delhi,2019-02-21,73.33,178.07,46.44,47.15,67.04,38.24,1.37,20.1,34.41,3.76,31.74,2.24,158.0,Moderate,2019-02-21,Moderate,254.71428571428572
Delhi,2019-02-22,73.9,147.86,25.55,33.95,41.61,39.11,1.07,13.94,28.45,3.24,24.76,2.66,191.0,Moderate,2019-02-22,Moderate,242.71428571428572
Delhi,2019-02-23,56.51,115.07,11.62,36.12,30.5,26.26,0.85,15.66,37.26,2.09,15.68,0.89,116.0,Moderate,2019-02-23,Moderate,218.14285714285714
Delhi,2019-02-24,89.34,161.89,19.34,46.26,42.89,29.95,1.03,18.99,38.02,2.43,22.6,0.92,169.0,Moderate,2019-02-24,Moderate,207.0
Delhi,2019-02-25,92.36,172.59,35.85,53.86,62.0,34.51,1.24,18.07,42.49,3.13,31.49,1.18,221.0,Poor,2019-02-25,Poor,198.85714285714286
Delhi,2019-02-26,59.97,120.3,24.36,50.31,48.45,32.19,0.95,16.88,32.19,2.49,28.02,0.74,144.0,Moderate,2019-02-26,Moderate,186.28571428571428
Delhi,2019-02-27,47.18,91.52,14.25,35.07,33.41,26.57,0.79,12.52,31.38,1.67,20.26,0.73,112.0,Moderate,2019-02-27,Moderate,158.71428571428572
Delhi,2019-02-28,96.38,180.46,40.92,45.02,60.89,31.23,1.25,16.98,35.95,3.14,31.82,1.1,198.0,Moderate,2019-02-28,Moderate,164.42857142857142
Delhi,2019-03-01,93.83,181.26,37.55,48.87,60.61,30.2,1.17,15.81,37.75,3.02,33.92,0.72,222.0,Poor,2019-03-01,Poor,168.85714285714286
Delhi,2019-03-02,109.6,182.54,40.68,62.05,70.66,36.48,1.36,17.96,25.07,4.51,41.24,1.45,227.0,Poor,2019-03-02,Poor,184.71428571428572
Delhi,2019-03-03,62.92,105.16,20.21,40.61,41.09,30.98,1.16,13.48,33.59,2.32,25.83,0.73,172.0,Moderate,2019-03-03,Moderate,185.14285714285714
Delhi,2019-03-04,105.93,180.84,49.62,40.1,67.55,37.26,1.54,14.75,38.13,3.92,33.07,0.98,217.0,Poor,2019-03-04,Poor,184.57142857142858
Delhi,2019-03-05,68.86,135.4,18.77,40.05,37.94,28.71,1.01,14.26,36.3,2.73,21.24,0.33,173.0,Moderate,2019-03-05,Moderate,188.71428571428572
Delhi,2019-03-06,83.45,168.32,32.02,45.3,53.83,29.05,1.25,15.16,33.71,3.38,28.52,1.0,189.0,Moderate,2019-03-06,Moderate,199.71428571428572
Delhi,2019-03-07,104.61,212.7,55.04,51.9,78.33,32.79,1.48,16.39,39.32,5.34,40.26,1.11,228.0,Poor,2019-03-07,Poor,204.0
Delhi,2019-03-08,92.07,199.28,38.94,51.75,63.98,32.86,1.27,17.44,37.86,4.78,39.27,0.67,220.0,Poor,2019-03-08,Poor,203.71428571428572
Delhi,2019-03-09,73.31,162.18,20.1,40.84,41.64,30.68,0.99,17.3,33.51,3.06,27.63,0.47,194.0,Moderate,2019-03-09,Moderate,199.0
Delhi,2019-03-10,73.98,163.8,20.28,44.17,43.2,27.17,0.96,16.36,44.11,3.34,22.35,0.61,157.0,Moderate,2019-03-10,Moderate,196.85714285714286
Delhi,2019-03-11,82.17,205.43,27.71,52.91,53.94,30.69,1.24,18.44,42.09,4.35,28.53,0.47,190.0,Moderate,2019-03-11,Moderate,193.0
Delhi,2019-03-12,57.28,129.4,14.64,37.45,34.98,29.97,0.93,13.82,37.15,2.9,28.82,0.37,149.0,Moderate,2019-03-12,Moderate,189.57142857142858
Delhi,2019-03-13,89.17,231.19,31.0,57.03,59.86,32.39,1.27,22.48,33.94,4.61,38.19,1.04,168.0,Moderate,2019-03-13,Moderate,186.57142857142858
Delhi,2019-03-14,111.2,217.74,45.43,48.81,69.01,39.07,1.36,17.54,28.81,5.84,43.04,1.03,281.0,Poor,2019-03-14,Poor,194.14285714285714
Delhi,2019-03-15,74.88,144.35,30.36,41.27,50.74,32.74,1.0,16.21,33.4,3.55,26.99,0.49,183.0,Moderate,2019-03-15,Moderate,188.85714285714286
Delhi,2019-03-16,68.64,140.6,15.28,40.6,37.43,27.95,0.92,15.72,43.66,2.82,19.21,0.27,143.0,Moderate,2019-03-16,Moderate,181.57142857142858
Delhi,2019-03-17,93.61,184.01,26.28,46.88,50.26,30.56,1.07,19.96,42.0,3.79,26.23,0.28,198.0,Moderate,2019-03-17,Moderate,187.42857142857142
Delhi,2019-03-18,100.32,202.01,30.43,50.33,56.61,32.06,1.19,20.36,43.21,4.13,28.14,0.29,221.0,Poor,2019-03-18,Poor,191.85714285714286
Delhi,2019-03-19,103.77,227.07,43.9,55.47,71.06,33.86,1.29,20.72,40.14,4.94,35.57,0.58,239.0,Poor,2019-03-19,Poor,204.71428571428572
Delhi,2019-03-20,89.82,237.61,37.34,54.67,64.3,36.5,1.35,21.42,40.41,4.72,32.18,0.44,234.0,Poor,2019-03-20,Poor,214.14285714285714
Delhi,2019-03-21,112.29,197.17,20.46,34.63,37.11,39.26,1.34,19.99,46.64,4.69,20.48,0.29,272.0,Poor,2019-03-21,Poor,212.85714285714286
Delhi,2019-03-22,38.43,119.87,13.54,32.19,28.73,27.85,0.74,16.06,46.73,1.85,12.49,0.19,141.0,Moderate,2019-03-22,Moderate,206.85714285714286
Delhi,2019-03-23,55.62,138.56,8.76,34.57,27.32,26.54,0.89,17.52,52.24,2.27,14.11,0.25,131.0,Moderate,2019-03-23,Moderate,205.14285714285714
Delhi,2019-03-24,53.28,133.47,12.55,34.25,30.81,27.52,0.82,19.06,42.57,2.1,18.18,0.21,126.0,Moderate,2019-03-24,Moderate,194.85714285714286
Delhi,2019-03-25,65.0,150.34,11.9,34.84,30.48,30.32,0.93,20.19,36.06,2.59,18.57,0.26,136.0,Moderate,2019-03-25,Moderate,182.71428571428572
Delhi,2019-03-26,75.82,169.16,16.61,40.8,37.75,29.95,1.04,19.26,41.35,3.25,20.89,0.32,162.0,Moderate,2019-03-26,Moderate,171.71428571428572
Delhi,2019-03-27,78.37,186.49,26.56,49.68,50.71,29.54,1.22,20.35,43.23,3.96,26.16,0.37,177.0,Moderate,2019-03-27,Moderate,163.57142857142858
Delhi,2019-03-28,116.55,260.26,55.47,60.18,81.85,34.47,1.76,24.86,48.44,6.64,46.43,0.94,245.0,Poor,2019-03-28,Poor,159.71428571428572
Delhi,2019-03-29,112.67,257.27,62.67,60.4,89.35,40.53,1.8,19.52,46.51,6.85,54.66,1.04,273.0,Poor,2019-03-29,Poor,178.57142857142858
Delhi,2019-03-30,102.27,238.99,38.68,53.75,64.31,41.4,1.51,22.39,51.49,5.34,39.48,0.61,252.0,Poor,2019-03-30,Poor,195.85714285714286
Delhi,2019-03-31,58.96,177.53,15.14,38.42,35.27,32.06,0.94,18.9,48.72,2.54,19.16,0.82,198.0,Moderate,2019-03-31,Moderate,206.14285714285714
Delhi,2019-04-01,59.08,170.14,11.3,38.55,32.02,27.21,0.88,20.09,54.95,2.46,14.87,0.58,153.0,Moderate,2019-04-01,Moderate,208.57142857142858
Delhi,2019-04-02,90.1,211.47,29.38,55.76,57.47,29.3,1.19,24.4,54.67,4.02,27.15,1.03,194.0,Moderate,2019-04-02,Moderate,213.14285714285714
Delhi,2019-04-03,85.02,206.04,30.83,54.91,58.01,30.85,1.32,21.6,51.06,4.1,30.97,0.91,208.0,Poor,2019-04-03,Poor,217.57142857142858
Delhi,2019-04-04,119.71,270.77,53.23,63.62,81.06,37.04,1.8,29.11,60.25,6.57,44.58,1.27,260.0,Poor,2019-04-04,Poor,219.71428571428572
Delhi,2019-04-05,125.44,281.53,61.96,64.7,90.76,41.23,1.96,28.67,57.0,6.53,44.11,1.04,284.0,Poor,2019-04-05,Poor,221.28571428571428
Delhi,2019-04-06,96.6,303.71,29.62,48.72,53.28,37.35,1.32,23.23,50.84,4.68,31.87,1.13,269.0,Poor,2019-04-06,Poor,223.71428571428572
Delhi,2019-04-07,152.91,355.22,31.7,44.64,52.96,52.01,1.49,21.35,53.16,5.88,27.68,1.04,315.0,Very Poor,2019-04-07,Very Poor,240.42857142857142
Delhi,2019-04-08,81.3,280.23,24.07,45.87,47.31,41.0,1.06,15.1,51.32,2.83,23.2,0.43,284.0,Poor,2019-04-08,Poor,259.14285714285717
Delhi,2019-04-09,87.74,225.5,33.85,53.88,60.44,38.26,1.44,22.03,57.86,4.92,31.98,0.66,240.0,Poor,2019-04-09,Poor,265.7142857142857
Delhi,2019-04-10,101.94,247.53,55.11,56.82,80.11,40.97,1.76,20.84,50.86,6.07,38.21,1.31,263.0,Poor,2019-04-10,Poor,273.57142857142856
Delhi,2019-04-11,70.25,204.19,29.03,47.54,53.99,34.96,1.21,21.51,48.59,3.28,32.83,0.84,196.0,Moderate,2019-04-11,Moderate,264.42857142857144
Delhi,2019-04-12,61.34,217.0,19.27,40.09,40.63,34.06,1.12,19.48,51.94,2.79,27.97,0.87,202.0,Poor,2019-04-12,Poor,252.71428571428572
Delhi,2019-04-13,55.93,175.93,15.35,37.89,35.19,33.66,1.06,20.82,45.3,2.42,25.55,0.47,175.0,Moderate,2019-04-13,Moderate,239.28571428571428
Delhi,2019-04-14,51.51,168.11,15.19,36.61,34.28,29.84,1.02,20.65,41.86,2.02,20.11,0.71,150.0,Moderate,2019-04-14,Moderate,215.71428571428572
Delhi,2019-04-15,54.84,187.59,29.69,41.92,50.81,29.21,1.28,22.2,42.3,2.74,25.15,0.8,163.0,Moderate,2019-04-15,Moderate,198.42857142857142
Delhi,2019-04-16,59.08,186.75,17.1,35.01,35.08,30.98,1.1,12.59,47.49,2.52,18.41,0.34,206.0,Poor,2019-04-16,Poor,193.57142857142858
Delhi,2019-04-17,22.14,62.49,9.73,26.84,23.56,26.7,0.9,11.1,45.44,1.16,10.16,0.64,102.0,Moderate,2019-04-17,Moderate,170.57142857142858
Delhi,2019-04-18,38.92,91.55,15.97,39.07,35.02,26.28,1.01,15.05,50.12,2.26,16.68,0.74,104.0,Moderate,2019-04-18,Moderate,157.42857142857142
Delhi,2019-04-19,71.62,155.39,26.94,47.56,49.15,29.85,1.24,21.22,45.45,3.13,22.01,1.49,151.0,Moderate,2019-04-19,Moderate,150.14285714285714
Delhi,2019-04-20,90.55,193.76,30.3,55.28,56.28,29.35,1.42,26.03,55.67,3.8,21.84,1.13,199.0,Moderate,2019-04-20,Moderate,153.57142857142858
Delhi,2019-04-21,95.24,219.06,44.24,58.95,69.32,31.53,1.66,22.16,50.13,4.44,29.87,1.6,225.0,Poor,2019-04-21,Poor,164.28571428571428
Delhi,2019-04-22,110.16,255.31,48.31,61.72,74.42,36.99,1.87,29.31,56.24,5.89,36.82,2.07,246.0,Poor,2019-04-22,Poor,176.14285714285714
Delhi,2019-04-23,104.17,277.28,56.94,63.45,83.46,38.2,1.92,25.76,53.24,6.09,47.16,3.07,257.0,Poor,2019-04-23,Poor,183.42857142857142
